Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Rene Cloke, Lewis Carroll","=""0517223627""","=""9780517223628""",3,4.03,Gramercy Books,Hardcover,92,2004,1865,,2017/09/23,,,read,,,,1,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",3,3.56,Penguin,Paperback,306,2003,1726,,2017/09/23,,,read,,,,1,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",4,3.82,Modern Library,Paperback,192,2002,1898,,2017/09/22,,,read,,,,1,,,0,,,,,
17487,"Five Go Adventuring Again (Famous Five, #2)",Enid Blyton,"Blyton, Enid",,"=""0340796154""","=""9780340796153""",5,4.02,Hodder Children's Books,Paperback,246,2001,1943,,2017/09/22,,,read,,,,1,,,0,,,,,
74997,"Five Run Away Together (Famous Five, #3)",Enid Blyton,"Blyton, Enid",,"=""0340796170""","=""9780340796177""",5,4.06,Hodder Children's Books,Paperback,264,2001,1944,,2017/09/22,,,read,,,,1,,,0,,,,,
17488,"Five on a Treasure Island (Famous Five, #1)",Enid Blyton,"Blyton, Enid",,"=""0340796146""","=""9780340796146""",5,4.09,Hodder,Paperback,256,2001,1942,,2017/09/22,,,read,,,,1,,,0,,,,,
29502354,Rest: Why You Get More Done When You Work Less,Alex Soojung-Kim Pang,"Pang, Alex Soojung-Kim",,"=""0465074871""","=""9780465074877""",0,3.84,Basic Books,Hardcover,320,2016,2016,,2017/09/21,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,4.04,Vintage,Paperback,147,1991,1956,,2017/09/21,,,read,,,,1,,,0,,,,,
32501,"Echo Park (Harry Bosch, #12)",Michael Connelly,"Connelly, Michael",,"=""0316734950""","=""9780316734950""",5,4.12,"Little, Brown & Company",Hardcover,405,2006,2006,,2017/09/20,,,read,,,,1,,,0,,,,,
1508177,La Forêt des ombres,Franck Thilliez,"Thilliez, Franck",,"=""2266162969""","=""9782266162968""",4,3.72,Pocket,Mass Market Paperback,365,2007,2006,,2017/09/20,,,read,,,,1,,,0,,,,,
1508176,"La Chambre des morts (Lucie Hennebelle, #1)",Franck Thilliez,"Thilliez, Franck",,"=""2266162950""","=""9782266162951""",4,3.74,Pocket,Mass Market Paperback,341,2006,2005,,2017/09/20,,,read,,,,1,,,0,,,,,
1688670,Le mystère des dieux (Cycle des dieux #3),Bernard Werber,"Werber, Bernard",,"=""2226179798""","=""9782226179791""",3,3.80,Albin Michel,Paperback,476,2007,2007,,2017/09/20,,,read,,,,1,,,0,,,,,
128666,L'ultime secret,Bernard Werber,"Werber, Bernard",,"=""2253153982""","=""9782253153986""",4,3.86,Livre de Poche,Paperback,381,2005,2001,,2017/09/20,,,read,,,,1,,,0,,,,,
1688672,Le souffle des dieux (Cycle des dieux #2),Bernard Werber,"Werber, Bernard",,"=""2226168079""","=""9782226168078""",3,3.88,Albin Michel,Paperback,535,2005,2005,,2017/09/20,,,read,,,,1,,,0,,,,,
128673,"La Révolution des fourmis (La Saga des Fourmis, #3)",Bernard Werber,"Werber, Bernard",,"=""2253144452""","=""9782253144458""",4,3.85,Le Livre de Poche,Mass Market Paperback,671,1999,1996,,2017/09/20,,,read,,,,1,,,0,,,,,
1688677,Nous les dieux (Cycle des dieux #1),Bernard Werber,"Werber, Bernard",,"=""2226154981""","=""9782226154989""",3,3.90,Albin Michel,Paperback,468,2004,2004,,2017/09/20,,,read,,,,1,,,0,,,,,
1657011,"Le Jour des fourmis (La Saga des Fourmis, #2)",Bernard Werber,"Werber, Bernard",,"=""2226061185""","=""9782226061188""",5,4.03,Albin Michel,Hardcover,463,1998,1992,,2017/09/20,,,read,,,,1,,,0,,,,,
967294,"L'Empire des anges (Cycle des anges, #2)",Bernard Werber,"Werber, Bernard",Бернар Вербер,"=""2253152072""","=""9782253152071""",4,4.07,Le Livre de Poche,Mass Market Paperback,441,2000,2000,,2017/09/20,,,read,,,,1,,,0,,,,,
122372,"Les Thanatonautes (Cycle des anges, #1)",Bernard Werber,"Werber, Bernard",,"=""225313922X""","=""9782253139225""",4,4.03,Le Livre de Poche,Mass Market Paperback,502,1996,1994,,2017/09/20,,,read,,,,1,,,0,,,,,
10037,No Exit and Three Other Plays,Jean-Paul Sartre,"Sartre, Jean-Paul","Stuart Gilbert, Lionel Abel","=""0679725164""","=""9780679725169""",0,4.10,Vintage,Paperback,275,1989,1947,,2017/09/19,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
123933,No Exit,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0573613052""","=""9780573613050""",0,4.14,"Samuel French, Inc.",Paperback,60,2010,1944,,2017/09/19,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,3.80,Arrow Books,Paperback,293,2004,1929,,2017/09/19,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest","Mete Ergin, Mustafa Bahar","=""""","=""""",0,3.96,Scribner,Paperback,471,1995,1940,,2017/09/19,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
238953,Das Kapital,Karl Marx,"Marx, Karl","Friedrich Engels, Serge L. Levitsky","=""089526711X""","=""9780895267115""",0,3.83,Gateway Editions,Paperback,356,1996,1867,,2017/09/19,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
153908,Introduction to Quantum Mechanics,David J. Griffiths,"Griffiths, David J.",,"=""0131118927""","=""9780131118928""",0,4.24,Pearson,Hardcover,468,2004,1994,,2017/09/19,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
53520,A First Course in General Relativity,Bernard Schutz,"Schutz, Bernard",,"=""0521277035""","=""9780521277037""",0,4.14,Cambridge University Press,Paperback,392,1985,1985,,2017/09/19,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
211439,Modern Quantum Mechanics,J.J. Sakurai,"Sakurai, J.J.",,"=""0201539292""","=""9780201539295""",0,4.18,Pearson,Hardcover,500,1993,1985,,2017/09/19,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
1508221,"Dans les bois éternels (Commissaire Adamsberg, #7)",Fred Vargas,"Vargas, Fred",,"=""2878582330""","=""9782878582338""",4,4.04,Viviane Hamy,Paperback,442,2009,2006,,2017/09/17,,,read,,,,1,,,0,,,,,
837812,Andromaque,Jean Racine,"Racine, Jean",,"=""2070409023""","=""9782070409020""",3,3.74,Gallimard,Paperback,175,1999,1667,,2017/09/13,,,read,,,,1,,,0,,,,,
2095,The Universe in a Nutshell,Stephen Hawking,"Hawking, Stephen",,"=""055380202X""","=""9780553802023""",0,4.15,Bantam,Hardcover,216,2001,2001,,2017/09/12,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
14662,The Red and the Black,Stendhal,"Stendhal, Stendhal",Roger Gard,"=""0140447644""","=""9780140447644""",0,3.87,Penguin Classics,Paperback,608,2002,1830,,2017/09/12,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
1305001,"L'âme du mal (La trilogie du mal, #1)",Maxime Chattam,"Chattam, Maxime",,"=""2266127039""","=""9782266127035""",4,4.07,Pocket,Mass Market Paperback,544,2003,2002,,2017/09/12,,,read,,,,1,,,0,,,,,
145292,Introduction to Electrodynamics,David J. Griffiths,"Griffiths, David J.",,"=""013805326X""","=""9780138053260""",0,4.23,Addison-Wesley Professional,Hardcover,576,1998,1981,,2017/09/12,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
638371,Gravitation,Charles W. Misner,"Misner, Charles W.","Kip S. Thorne, John Archibald Wheeler","=""0716703440""","=""9780716703440""",0,4.34,W. H. Freeman,Paperback,1215,1973,1973,,2017/09/12,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
22904,The Complete Stories,Franz Kafka,"Kafka, Franz","Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins","=""0805210555""","=""9780805210552""",0,4.35,Schocken,Paperback,486,1995,1946,,2017/09/12,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.33,Scholastic Press,Hardcover,374,2008,2008,,2017/09/11,,,read,,,,1,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de","Richard Howard, Nguyễn Thành Vũ","=""""","=""""",4,4.30,"Harcourt, Inc.",Paperback,93,2000,1943,,2017/09/12,,,read,,,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,,2017/09/12,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
822338,"Huis clos, suivi de Les mouches",Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""2070368076""","=""9782070368075""",4,4.06,Folio,Mass Market Paperback,247,2000,1946,2017/09/11,2017/09/11,,,read,,,,1,,,0,,,,,
5546,The Feynman Lectures on Physics,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0805390456""","=""9780805390452""",0,4.60,Addison Wesley,Hardcover,1552,2005,1964,,2017/09/11,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
17961,Collected Fictions,Jorge Luis Borges,"Borges, Jorge Luis",Andrew Hurley,"=""0140286802""","=""9780140286809""",0,4.58,Penguin Classics Deluxe Edition,Paperback,565,1999,1975,,2017/09/11,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",5,4.08,Currency,Hardcover,299,2011,2011,,2017/09/11,,,read,,,,1,,,0,,,,,
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",5,4.18,Scholastic Inc.,Paperback,208,1997,1983,,2017/09/11,,,read,,,,1,,,0,,,,,
78679,The Empire of the Wolves,Jean-Christophe Grangé,"Grangé, Jean-Christophe",Ian Monk,"=""006057366X""","=""9780060573669""",4,3.88,Ecco,Paperback,384,2006,2003,,2017/09/11,,,read,,,,1,,,0,,,,,
35599546,Fourmis,Bernard Weber,"Weber, Bernard",,"=""""","=""""",5,4.18,,,,,,,2017/09/11,,,read,,,,1,,,0,,,,,
1128136,Flight of the Storks,Jean-Christophe Grangé,"Grangé, Jean-Christophe",Ian Monk,"=""1860467814""","=""9781860467813""",5,4.07,Harvill Press,Hardcover,327,2001,1994,,2017/09/11,,,read,,,,1,,,0,,,,,
2479827,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,"Paolini, Christopher",,"=""0375846158""","=""9780375846151""",3,4.22,Knopf Books for Young Readers,Hardcover,1952,2008,2008,,2017/09/11,,,read,,,,1,,,0,,,,,
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,"=""""","=""""",5,3.86,Wordsworth Classics,Paperback,438,1999,1852,,2017/09/11,,,read,,,,1,,,0,,,,,
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",4,4.17,HarperCollins,Paperback,347,2007,1934,,2017/09/11,,,read,,,,1,,,0,,,,,
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,"Verne, Jules",,"=""0553213970""","=""9780553213973""",5,3.86,Bantam,Paperback,240,2006,1864,,2017/09/11,,,read,,,,1,,,0,,,,,
56083,In Dubious Battle,John Steinbeck,"Steinbeck, John",Warren G. French,"=""0143039636""","=""9780143039631""",5,3.89,Penguin Classics,Paperback,304,2006,1936,,2017/09/11,,,read,,,,1,,,0,,,,,
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",3,4.13,Knopf Books for Young Readers,Hardcover,326,1997,1997,,2017/09/11,,,read,,,,1,,,0,,,,,
119322,The Golden Compass,Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",3,3.97,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,2017/09/11,,,read,,,,1,,,0,,,,,
32504,"Blood Work (Terry McCaleb, #1)",Michael Connelly,"Connelly, Michael",,"=""0446690449""","=""9780446690447""",5,4.13,Grand Central Pub,Paperback,480,2002,1998,,2017/09/11,,,read,,,,1,,,0,,,,,
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.98,Harper Voyager,Hardcover,227,2013,1953,,2017/09/11,,,read,,,,1,,,0,,,,,
114982,"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman,"Pullman, Philip",,"=""0394895894""","=""9780394895895""",3,3.77,Laurel Leaf Library,Paperback,230,1988,1985,,2017/09/11,,,read,,,,1,,,0,,,,,
43933,Tell No One,Harlan Coben,"Coben, Harlan",,"=""0440236703""","=""9780440236702""",4,4.11,Dell Publishing Company,Mass Market Paperback,370,2009,2001,,2017/09/11,,,read,,,,1,,,0,,,,,
28407,Germinal,Émile Zola,"Zola, Émile",Roger Pearson,"=""0140447423""","=""9780140447422""",4,4.13,Penguin Classics,Paperback,592,2004,1885,,2017/09/11,,,read,,,,1,,,0,,,,,
16305,"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,"Christie, Agatha",,"=""1579126286""","=""9781579126285""",3,3.96,Black Dog & Leventhal Publishers,Hardcover,220,2006,1941,,2017/09/11,,,read,,,,1,,,0,,,,,
49353,"The Last Coyote (Harry Bosch, #4)",Michael Connelly,"Connelly, Michael",,"=""075280944X""","=""9780752809441""",5,4.23,Orion,Paperback,400,1997,1995,,2017/09/11,,,read,,,,1,,,0,,,,,
326249,Davy Crockett: Young Rifleman (Childhood of Famous Americans Series),Aileen Wells Parks,"Parks, Aileen Wells",Justin Pearson,"=""002041840X""","=""9780020418405""",3,3.92,Aladdin,Paperback,192,1986,1962,,2017/09/11,,,read,,,,1,,,0,,,,,
54479,"Around the World in Eighty Days (Extraordinary Voyages, #11)",Jules Verne,"Verne, Jules","Michael Glencross, Brian W. Aldiss","=""014044906X""","=""9780140449068""",5,3.92,Penguin Books,Paperback,252,2004,1872,,2017/09/11,,,read,,,,1,,,0,,,,,
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.21,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,,2017/09/11,,,read,,,,1,,,0,,,,,
264158,The Raven,Edgar Allan Poe,"Poe, Edgar Allan",Gustave Doré,"=""0486290727""","=""9780486290720""",0,4.28,Dover Publications,Paperback,64,1996,1827,,2017/09/11,,,read,,,,1,,,0,,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.89,Pocket Books,Mass Market Paperback,736,2006,2000,,2017/09/11,,,read,,,,1,,,0,,,,,
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.82,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2017/09/11,,,read,,,,1,,,0,,,,,
17212231,"Inferno (Robert Langdon, #4)",Dan Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",2,3.84,Doubleday,Hardcover,463,2013,2013,,2017/09/11,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""0307277674""","=""9780307277671""",3,3.83,Anchor,Paperback,489,2006,2003,,2017/09/11,,,read,,,,1,,,0,,,,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",5,4.16,Crown Business,Hardcover,195,2014,2014,,2017/09/11,,,read,,,,1,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.52,Del Rey,Mass Market Paperback,490,2003,1955,,2017/09/11,,,read,,,,1,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,"=""0618346260""","=""9780618346264""",4,4.44,Houghton Mifflin,Paperback,322,2003,1954,,2017/09/11,,,read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",4,4.36,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2017/09/11,,,read,,,,1,,,0,,,,,
92967,L'Assommoir,Émile Zola,"Zola, Émile",Robin Buss,"=""0140447539""","=""9780140447538""",4,4.02,Penguin Books Ltd,Paperback,480,2001,1876,,2017/09/11,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.86,Penguin Books,Paperback,103,2002,1937,,2017/09/11,,,read,,,,1,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""9780671723651""",0,4.19,Gallery Books,Paperback,288,1998,1936,,2017/09/11,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2017/09/11,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",0,4.24,HarperBusiness,Hardcover,304,2014,2014,,2017/09/11,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
